Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
Europe,Spain,Comunidad de Madrid,2020-02-13,487.38688445589054,2.4440470053886982,4.122998304035724,4.258859288286448,0.043690486411310514,0.27936975221694815,1.0013103106163452,1.1208035434234462,1.1614871260369406,0.26734980662763924,164.21413951004055,41.39051961021562
Europe,Spain,Cataluna,2020-02-24,739.8324120514735,0.2747075748401115,-0.8448536235019865,0.0,0.04498528477000957,0.19325678689815806,1.5707321397173075,43.72857683470574,79.74186278600722,0.9572313724284549,139.47148298361995,26.22679437232634
Europe,Spain,Comunidad Valenciana,2020-02-28,298.6795855919173,0.4570626491763245,-0.08698208047451361,1.3408610389350328,0.040501117290476674,0.1925017200258921,1.001077346735252,21.26960467916688,13.236844348639456,1.3917629258931168,136.6513098755971,39.13729481389308
Europe,Spain,Andalucia,2020-03-02,69.74696753230411,1.2832777592896012,-0.5348092527885377,9.605868954001515,0.03742922576015573,0.15620873716441425,1.6969381564504382,8.537499762529235,18.034372969042618,0.5024493315978591,136.51134087537002,46.65303037026423
Europe,Spain,Castilla y Leon,2020-03-02,73.81005237428217,2.2489804880018736,0.10788375981244831,5.230335838945928,0.05405548624152623,0.2753254306048488,1.3731442042967523,4.123890296572775,2.949102635160968,0.2706031853644359,149.00639175830506,42.16232789186721
Europe,Spain,Pais Vasco,2020-02-29,120.2968578773725,0.2290473675684287,-2.2355529727547365,0.0002459467186662345,0.038524567802465826,0.18276088040772864,1.201886540294562,18.099012583801546,24.25441213351371,2.0951631608912455,140.53637764450343,24.175095479023714
Europe,Spain,Aragon,2020-03-07,27.51750906696664,0.5646161620593831,-0.4785050341382132,1.5303183047023423,0.04544797506873721,0.23773637671543008,1.013047825041898,3.9835460262776827,7.146818114940254,2.01118427631181,113.03091396031867,17.886410869758603
Europe,Spain,Galicia,2020-03-05,31.658515522511035,1.3940145084621904,5.080817119657371,6.439831689055115,0.06052209416086429,0.1176449520344724,1.3210649301765849,5.137762916096898,0.4579076693624308,0.4834963470377334,137.5792409283306,36.80869184714752
Europe,Spain,Islas Canarias,2020-03-06,31.276335390770825,0.14584246745738771,-3.3686467546239998,0.0,0.029588196750976237,0.08333502686360872,1.0003095498823211,0.0646964386513576,11.738099416041948,6.168339980441488,135.81750218462955,22.45446317844752
Europe,Spain,La Rioja,2020-03-03,26.120675386418565,2.2145267390196843,1.4498717344627698,7.353685367746588,0.05638940778667867,0.16222488207092367,1.0002568783558556,3.681467047576105,6.68683407181736e-05,0.3487770618514556,143.48182719767505,34.21424059594532
Europe,Spain,Navarra,2020-03-06,48.269788852873226,0.8068523294803712,-0.7549244603396501,5.269363778336574,0.05083777776060966,0.14062422675131342,1.4185638202164146,8.208218728132438,6.183869670136031,0.6992909332132293,143.9197634778663,59.74952231363179
Europe,Spain,Extremadura,2020-03-09,52.233005181294395,0.1984756323939525,-25.715899326921487,0.002056421698592048,0.04944387305184372,0.22983419393283433,1.0173645062823051,2.0333273558960268,10.931095905274294,2.3948510149600843,145.69898028565098,32.54419812063759
Europe,Spain,Castilla-La Mancha,2020-03-06,201.54188864843127,0.3325507964969399,-14.634900603125399,0.13728227999076215,1.0,0.28736511299899825,0.3118994375980418,2.2805256086789125,11.18618871771825,1.5530287988780285,148.76149232127577,30.309360793874962
Europe,Spain,Cantabria,2020-03-12,22.69355470500442,0.17677298091030713,-15.138509229255046,0.11655821486152462,0.05062399925352212,0.11556404364500084,1.0511691780658312,4.154964535335159,6.579689990483658,3.8986417264186555,132.05944964375556,28.989754790565105
Europe,Spain,Islas Baleares,2020-03-10,28.71046998672073,0.1452094391122033,-3.39583431763985,10.0,0.02919630548431834,0.10967070525232459,1.6792594510866956,1.79402055314117,13.507934152717034,6.470544769624522,117.44730192724019,33.88431463031146
Europe,Spain,Region de Murcia,2020-03-10,47.27301419062513,0.12186139973096677,-26.43664804385367,1.2627272504018627,0.020413563485917052,0.06565293860752591,1.4834271985120042,0.0,13.637161089167597,7.623415977831531,129.20553570972712,37.641882085949554
Europe,Spain,Asturias,2020-03-10,43.79379979018966,0.17337311883816925,-2.2367413382399706,0.018633421019714824,0.03995282614722928,0.20204669101256878,1.0058855493744323,4.7006937941680205,3.2863665560531006,2.443392242280039,146.75780772693025,41.52491241317458
Europe,Spain,Melilla,2020-04-12,5.40123391631842,2.141197036128316,-2.4725016194856657,0.3962573602074324,0.038638640469634944,0.0002478151623506175,0.1496433275821496,1.1170903979618174e-08,0.0,0.7424544868805192,104.0695660302548,1.5406439382935422
Europe,Spain,Ceuta,2020-08-15,6.933967803265343,1.0782155126249415,-4.155133848368275,1.8194005902472525,0.027150580622063325,0.038231197987185495,0.7190210391883468,0.5456501632659898,0.08935190105819618,0.9518675851642014,29.878296767963707,1.3945556713042404
Asia,Japan,Tokyo,2020-03-17,58.8489202025711,0.2681693766370865,0.990932821137314,4.367378485764428,0.024205585299862054,0.07077758757418973,1.0,7.816939786511937,16.43620129838672,1.963198589847544,102.88961778535686,47.19529962197251
Asia,Japan,Kanagawa,2020-03-27,15.66020180773334,0.2748552434752658,-17.640756934903138,0.0,0.030445601973161485,0.0960011909251759,1.0548944835971434,0.0005447289467905292,4.713290425112548,1.4029713988082555,110.30306843695442,16.40644818958276
